id,title,depth,href
27.2,R Markdown basics,2.0,http://r4ds.had.co.nz/r-markdown.html#r-markdown-basics
27.2.1,Exercises,3.0,http://r4ds.had.co.nz/r-markdown.html#exercises-68
27.3,Text formatting with Markdown,2.0,http://r4ds.had.co.nz/r-markdown.html#text-formatting-with-markdown
27.3.1,Exercises,3.0,http://r4ds.had.co.nz/r-markdown.html#exercises-69
27.4,Code chunks,2.0,http://r4ds.had.co.nz/r-markdown.html#code-chunks
27.4.1,Chunk name,3.0,http://r4ds.had.co.nz/r-markdown.html#chunk-name
27.4.2,Chunk options,3.0,http://r4ds.had.co.nz/r-markdown.html#chunk-options
27.4.3,Table,3.0,http://r4ds.had.co.nz/r-markdown.html#table
27.4.4,Caching,3.0,http://r4ds.had.co.nz/r-markdown.html#caching
27.4.5,Global options,3.0,http://r4ds.had.co.nz/r-markdown.html#global-options
27.4.6,Inline code,3.0,http://r4ds.had.co.nz/r-markdown.html#inline-code
27.4.7,Exercises,3.0,http://r4ds.had.co.nz/r-markdown.html#exercises-70
27.5,Troubleshooting,2.0,http://r4ds.had.co.nz/r-markdown.html#troubleshooting
27.6,YAML header,2.0,http://r4ds.had.co.nz/r-markdown.html#yaml-header
27.6.1,Parameters,3.0,http://r4ds.had.co.nz/r-markdown.html#parameters
27.6.2,Bibliographies and Citations,3.0,http://r4ds.had.co.nz/r-markdown.html#bibliographies-and-citations
27.7,Learning more,2.0,http://r4ds.had.co.nz/r-markdown.html#learning-more-2
28,Graphics for communication,1.0,http://r4ds.had.co.nz/graphics-for-communication.html
28.1,Introduction,2.0,http://r4ds.had.co.nz/graphics-for-communication.html#introduction-19
28.1.1,Prerequisites,3.0,http://r4ds.had.co.nz/graphics-for-communication.html#prerequisites-19
28.2,Label,2.0,http://r4ds.had.co.nz/graphics-for-communication.html#label
28.2.1,Exercises,3.0,http://r4ds.had.co.nz/graphics-for-communication.html#exercises-71
28.3,Annotations,2.0,http://r4ds.had.co.nz/graphics-for-communication.html#annotations
28.3.1,Exercises,3.0,http://r4ds.had.co.nz/graphics-for-communication.html#exercises-72
28.4,Scales,2.0,http://r4ds.had.co.nz/graphics-for-communication.html#scales
28.4.1,Axis ticks and legend keys,3.0,http://r4ds.had.co.nz/graphics-for-communication.html#axis-ticks-and-legend-keys
28.4.2,Legend layout,3.0,http://r4ds.had.co.nz/graphics-for-communication.html#legend-layout
28.4.3,Replacing a scale,3.0,http://r4ds.had.co.nz/graphics-for-communication.html#replacing-a-scale
28.4.4,Exercises,3.0,http://r4ds.had.co.nz/graphics-for-communication.html#exercises-73
28.5,Zooming,2.0,http://r4ds.had.co.nz/graphics-for-communication.html#zooming
28.6,Themes,2.0,http://r4ds.had.co.nz/graphics-for-communication.html#themes
28.7,Saving your plots,2.0,http://r4ds.had.co.nz/graphics-for-communication.html#saving-your-plots
28.7.1,Figure sizing,3.0,http://r4ds.had.co.nz/graphics-for-communication.html#figure-sizing
28.7.2,Other important options,3.0,http://r4ds.had.co.nz/graphics-for-communication.html#other-important-options
28.8,Learning more,2.0,http://r4ds.had.co.nz/graphics-for-communication.html#learning-more-3
29,R Markdown formats,1.0,http://r4ds.had.co.nz/r-markdown-formats.html
29.1,Introduction,2.0,http://r4ds.had.co.nz/r-markdown-formats.html#introduction-20
29.2,Output options,2.0,http://r4ds.had.co.nz/r-markdown-formats.html#output-options
29.3,Documents,2.0,http://r4ds.had.co.nz/r-markdown-formats.html#documents
29.4,Notebooks,2.0,http://r4ds.had.co.nz/r-markdown-formats.html#notebooks
29.5,Presentations,2.0,http://r4ds.had.co.nz/r-markdown-formats.html#presentations
29.6,Dashboards,2.0,http://r4ds.had.co.nz/r-markdown-formats.html#dashboards
29.7,Interactivity,2.0,http://r4ds.had.co.nz/r-markdown-formats.html#interactivity
29.7.1,htmlwidgets,3.0,http://r4ds.had.co.nz/r-markdown-formats.html#htmlwidgets
29.7.2,Shiny,3.0,http://r4ds.had.co.nz/r-markdown-formats.html#shiny
29.8,Websites,2.0,http://r4ds.had.co.nz/r-markdown-formats.html#websites
29.9,Other formats,2.0,http://r4ds.had.co.nz/r-markdown-formats.html#other-formats
29.10,Learning more,2.0,http://r4ds.had.co.nz/r-markdown-formats.html#learning-more-4
30,R Markdown workflow,1.0,http://r4ds.had.co.nz/r-markdown-workflow.html
